race_id,detail_text,distance,surface,track_condition,weather,date_text,course_code,course_name,race_number,date
201706010208,"障芝 ダート3200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:50",3200,芝,良,晴,"障芝 ダート3200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:50過去の中山新春ジャンプS",06,中山,8,
201706010209,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:25",2000,芝,良,晴,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:25過去の寒竹賞",06,中山,9,
201706010210,"芝右 外2200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 15:01",2200,芝,良,晴,"芝右 外2200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 15:01過去の迎春ステークス",06,中山,10,
201706010211,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 15:35",1800,ダート,良,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 15:35過去のポルックスステークス",06,中山,11,
201706010212,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 16:10",1600,芝,良,晴,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 16:10",06,中山,12,
201708010201,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:10",1800,ダート,良,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:10",08,京都,1,
201708010202,"ダ右1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:40",1200,ダート,良,晴,"ダ右1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:40",08,京都,2,
201708010203,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 11:10",1800,ダート,良,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 11:10",08,京都,3,
201708010204,"ダ右1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 11:40",1400,ダート,良,晴,"ダ右1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 11:40",08,京都,4,
201708010205,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",2000,芝,良,晴,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",08,京都,5,
201708010206,"芝右1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:00",1600,芝,良,晴,"芝右1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:00",08,京都,6,
201708010207,"ダ右1900m / 
			    天候 : 晴 / 
			    ダート : 良  / 
			    発走 : 13:30",1900,ダート,良,晴,"ダ右1900m / 
			    天候 : 晴 / 
			    ダート : 良  / 
			    発走 : 13:30",08,京都,7,
201708010208,"ダ右1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 14:00",1200,ダート,良,晴,"ダ右1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 14:00",08,京都,8,
201708010209,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:35",2000,芝,良,晴,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:35過去の福寿草特別",08,京都,9,
201708010210,"ダ右1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 15:10",1400,ダート,良,晴,"ダ右1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 15:10過去の羅生門ステークス",08,京都,10,
201708010211,"芝右1200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 15:45",1200,芝,良,晴,"芝右1200m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 15:45過去の淀短距離ステークス",08,京都,11,
201708010212,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 16:20",1600,芝,良,晴,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 16:20",08,京都,12,
201706010301,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 09:55",1200,ダート,良,曇,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 09:55",06,中山,1,
201706010302,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:25",1800,ダート,良,曇,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:25",06,中山,2,
201706010303,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:55",1800,ダート,良,曇,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:55",06,中山,3,
201706010304,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 11:25",1200,ダート,良,曇,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 11:25",06,中山,4,
201706010305,"芝右 外2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 12:15",2200,芝,良,曇,"芝右 外2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 12:15",06,中山,5,
201706010306,"芝右2000m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 12:45",2000,芝,良,曇,"芝右2000m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 12:45",06,中山,6,
201706010307,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 13:15",1800,ダート,良,曇,"ダ右1800m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 13:15",06,中山,7,
201706010308,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 13:50",1200,ダート,良,曇,"ダ右1200m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 13:50",06,中山,8,
201706010309,"ダ右2400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 14:25",2400,ダート,良,曇,"ダ右2400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 14:25過去の成田特別",06,中山,9,
201706010310,"芝右 外1200m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 15:01",1200,芝,良,雨,"芝右 外1200m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 15:01過去のサンライズステークス",06,中山,10,
201706010311,"芝右 外1600m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 15:35",1600,芝,良,雨,"芝右 外1600m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 15:35過去のフェアリーステークスフェアリーステークス特集",06,中山,11,
201706010312,"芝右2000m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 16:10",2000,芝,良,雨,"芝右2000m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 16:10",06,中山,12,
201708010301,"ダ右1800m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 10:10",1800,ダート,良,雨,"ダ右1800m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 10:10",08,京都,1,
201708010302,"ダ右1200m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 10:40",1200,ダート,良,雨,"ダ右1200m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 10:40",08,京都,2,
201708010303,"ダ右1400m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 11:10",1400,ダート,良,雨,"ダ右1400m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 11:10",08,京都,3,
201708010304,"障芝 ダート2910m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 11:40",2910,芝,良,雨,"障芝 ダート2910m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 11:40",08,京都,4,
201708010305,"芝右1600m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 12:30",1600,芝,良,雨,"芝右1600m / 
天候 : 雨 / 
芝 : 良  / 
発走 : 12:30",08,京都,5,
201708010306,"ダ右1200m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 13:01",1200,ダート,稍重,雨,"ダ右1200m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 13:01",08,京都,6,
201708010307,"ダ右1800m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 13:30",1800,ダート,稍重,雨,"ダ右1800m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 13:30",08,京都,7,
201708010308,"芝右 外1800m / 
天候 : 雨 / 
芝 : 稍重  / 
発走 : 14:01",1800,芝,稍重,雨,"芝右 外1800m / 
天候 : 雨 / 
芝 : 稍重  / 
発走 : 14:01",08,京都,8,
201708010309,"ダ右1900m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 14:35",1900,ダート,稍重,雨,"ダ右1900m / 
天候 : 雨 / 
ダート : 稍重  / 
発走 : 14:35過去の五条坂特別",08,京都,9,
201708010310,"芝右2000m / 
天候 : 雨 / 
芝 : 稍重  / 
発走 : 15:10",2000,芝,稍重,雨,"芝右2000m / 
天候 : 雨 / 
芝 : 稍重  / 
発走 : 15:10過去の寿ステークス",08,京都,10,
201708010311,"芝右 外1600m / 
天候 : 雨 / 
芝 : 重  / 
発走 : 15:45",1600,芝,重,雨,"芝右 外1600m / 
天候 : 雨 / 
芝 : 重  / 
発走 : 15:45過去の日刊スポシンザン記念日刊スポシンザン記念特集",08,京都,11,
201708010312,"芝右 外2200m / 
天候 : 雨 / 
芝 : 重  / 
発走 : 16:20",2200,芝,重,雨,"芝右 外2200m / 
天候 : 雨 / 
芝 : 重  / 
発走 : 16:20",08,京都,12,
201706010401,"ダ右1200m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:00",1200,ダート,稍重,晴,"ダ右1200m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:00",06,中山,1,
201706010402,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:30",1800,ダート,稍重,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:30",06,中山,2,
201706010403,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:00",1800,ダート,稍重,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:00",06,中山,3,
201706010404,"ダ右1200m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:30",1200,ダート,稍重,晴,"ダ右1200m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:30",06,中山,4,
201706010405,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:20",2000,芝,良,晴,"芝右2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:20",06,中山,5,
201706010406,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:55",1600,芝,良,晴,"芝右 外1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:55",06,中山,6,
201706010407,"ダ右1800m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:25",1800,ダート,稍重,曇,"ダ右1800m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:25",06,中山,7,
201706010408,"ダ右1200m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:55",1200,ダート,稍重,曇,"ダ右1200m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:55",06,中山,8,
201706010409,"芝右 外1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:25",1600,芝,良,曇,"芝右 外1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:25過去の菜の花賞",06,中山,9,
201706010410,"芝右1800m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:01",1800,芝,良,曇,"芝右1800m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:01過去の初富士ステークス",06,中山,10,
201706010411,"ダ右1200m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 15:35",1200,ダート,稍重,曇,"ダ右1200m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 15:35過去のジャニュアリーS",06,中山,11,
201706010412,"芝右 外1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 16:10",1200,芝,良,曇,"芝右 外1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 16:10",06,中山,12,
201707010101,"ダ左1800m / 
天候 : 小雪 / 
ダート : 良  / 
発走 : 09:50",1800,ダート,良,雪,"ダ左1800m / 
天候 : 小雪 / 
ダート : 良  / 
発走 : 09:50",07,中京,1,
201707010102,"ダ左1900m / 
天候 : 小雪 / 
ダート : 良  / 
発走 : 10:20",1900,ダート,良,雪,"ダ左1900m / 
天候 : 小雪 / 
ダート : 良  / 
発走 : 10:20",07,中京,2,
201707010103,"ダ左1200m / 
天候 : 雪 / 
ダート : 稍重  / 
発走 : 10:50",1200,ダート,稍重,雪,"ダ左1200m / 
天候 : 雪 / 
ダート : 稍重  / 
発走 : 10:50",07,中京,3,
201707010104,"障芝3000m / 
天候 : 曇 / 
芝 : 稍重  / 
発走 : 11:20",3000,芝,稍重,曇,"障芝3000m / 
天候 : 曇 / 
芝 : 稍重  / 
発走 : 11:20",07,中京,4,
201707010105,"障芝3330m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 12:10",3330,芝,稍重,雪,"障芝3330m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 12:10",07,中京,5,
201707010106,"ダ左1200m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 12:45",1200,ダート,稍重,雪,"ダ左1200m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 12:45",07,中京,6,
201707010107,"芝左2000m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 13:15",2000,芝,稍重,雪,"芝左2000m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 13:15",07,中京,7,
201707010108,"ダ左1800m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 13:45",1800,ダート,稍重,雪,"ダ左1800m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 13:45",07,中京,8,
201707010109,"芝左1400m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 14:15",1400,芝,稍重,雪,"芝左1400m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 14:15",07,中京,9,
201707010110,"芝左1200m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 14:50",1200,芝,稍重,雪,"芝左1200m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 14:50過去の蒲郡特別",07,中京,10,
201707010111,"芝左2000m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 15:25",2000,芝,稍重,雪,"芝左2000m / 
天候 : 小雪 / 
芝 : 稍重  / 
発走 : 15:25過去の愛知杯愛知杯特集",07,中京,11,
201707010112,"ダ左1200m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 16:01",1200,ダート,稍重,雪,"ダ左1200m / 
天候 : 小雪 / 
ダート : 稍重  / 
発走 : 16:01過去の大須特別",07,中京,12,
201708010401,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:10",1800,ダート,稍重,晴,"ダ右1800m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 10:10",08,京都,1,
201708010402,"ダ右1800m / 
天候 : 雪 / 
ダート : 稍重  / 
発走 : 10:40",1800,ダート,稍重,雪,"ダ右1800m / 
天候 : 雪 / 
ダート : 稍重  / 
発走 : 10:40",08,京都,2,
201708010403,"ダ右1400m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:10",1400,ダート,稍重,晴,"ダ右1400m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:10",08,京都,3,
201708010404,"ダ右1400m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:40",1400,ダート,稍重,晴,"ダ右1400m / 
天候 : 晴 / 
ダート : 稍重  / 
発走 : 11:40",08,京都,4,
201708010405,"芝右1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",1600,芝,良,晴,"芝右1600m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",08,京都,5,
201708010406,"ダ右1800m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:05",1800,ダート,稍重,曇,"ダ右1800m / 
天候 : 曇 / 
ダート : 稍重  / 
発走 : 13:05",08,京都,6,
201708010407,"芝右 外2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 13:35",2200,芝,良,曇,"芝右 外2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 13:35",08,京都,7,
